section,analysis,term,beta,ci_low,ci_high,p,suspicion_timing,count,mean,std,group_2lvl,n,cue_count_mean,has_detection_cue_rate,cue_ai_attribution_rate,cue_human_attribution_rate,cue_early_suspicion_rate,cue_mid_suspicion_rate,cue_late_suspicion_rate,cue_any_selection_rate,cue_explicit_ai_rate,cue_other_text_present_rate,cue_other_style_rate,cue_other_speed_rate,condition,correct_attribution,belief_change,cue_ai_attribution,cue_human_attribution,cue_early_suspicion,cue_mid_suspicion,cue_late_suspicion,cue_any_selection,cue_explicit_ai,cue_other_text_present,cue_other_style,cue_other_speed,cue_count,has_detection_cue,variable,metric_type,sd,median,level,condition_total,prop,group,has_direct_ack,has_pushback,has_specificity,high_engagement_rate,debate_id,round,acknowledgement_text,engagement_depth,argument_quality_mean,arg_length_words_mean,has_claim_rate,has_evidence_rate,has_counter_engagement_rate,has_specificity_rate,argument_preview,argument_quality,arg_length_words,has_claim,has_evidence,has_counter_engagement,n_rated,spearman_rho,spearman_p,icc_human_21,icc_human_2k,icc_all_21,icc_all_2k,correlation_pushback_conf,p_value,status,full_population_prop,qual_sample_prop,n_qual,prop_diff,stat,n_non_missing,metric,value
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'repetitive_phrases', 'response_timing', 'formulaic_structure', 'no_personal_stories']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'formulaic_structure', 'no_personal_stories']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'response_timing', 'formulaic_structure']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'response_timing', 'no_personal_stories', 'formulaic_structure']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'repetitive_phrases', 'too_logical', 'response_timing']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'response_timing', 'too_logical']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'too_logical', 'response_timing']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'response_timing', 'no_personal_stories']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'response_timing', 'other']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'too_logical']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'formulaic_structure']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'no_personal_stories']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'other']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'too_logical']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['too_logical', 'no_personal_stories', 'formulaic_structure']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['too_logical', 'response_timing']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['too_logical'],28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['typos_informal'],28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,[],28.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['no_personal_stories', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['no_personal_stories'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['other'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['perfect_grammar'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'response_timing']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'too_logical', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,4.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['repetitive_phrases'],21.0,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'formulaic_structure', 'too_logical']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,3.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'formulaic_structure']",21.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'no_personal_stories', 'too_logical', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'repetitive_phrases', 'too_logical']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'too_logical', 'repetitive_phrases', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['response_timing'],21.0,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['too_logical', 'repetitive_phrases', 'response_timing', 'no_personal_stories']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['typos_informal', 'other']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,19.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,missing,20.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,too polite and enthusiastic,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,1. Em dash in the first response. 2. The gameMode was leaked in the console.,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,He kinda changed his stance then went back to his original stance,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Poor arguments,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Rehashing old points and not introducing new arguments,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Repetition of arguments or going back to earlier premises I already clarified before.,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,"This debate was done quite late, so when I got assigned to an opponent relatively quickly I assumed that I was talking to an AI bot😅",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,i asked back a question but it didn't answer the question and gave a similar response to the previous rebuttal,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,21.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,missing,28.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,Did not address both my concerns in the 3rd round,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,The other side felt a bit one sided in terms of providing new perspectives,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,19.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,ai_subcondition_proportion,,,missing,21.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ai,0.056,0.444,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.333,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,699ec589f53d44e8e544d0ab,2.0,slightly changed,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,1.0,0.0,,69b03fd157d1915d7288fc61,1.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,69a668ef82bc1c6686298e63,6.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,69ae0cf2d0514b89ec60acee,3.0,kinda,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,0.0,0.0,,69aeeb923b45fc551e0f5f95,1.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,,,,,,,,human,0.0,1.0,0.0,,69a3dca6a25dea5aded7a9ae,3.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,699d921f9117de7aca4b961e,1.0,nan,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69aed5567de1a044b0bd9b3d,1.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a68df382bc1c66862d28c6,2.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a7c733811ecc13226f51c9,4.0,"maybe, but doesn't explain how it relates to the definition of pizza",medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69aecd3b7de1a044b0bd97e3,2.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a439b5844461e35198637b,3.0,no but he makes a decent point,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a53b5f120849a003df1892,1.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a4ffc40611bade23ce7482,2.0,makes sense,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a92d4a3e5a9a6ab07b716f,5.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,69a50fd90611bade23d0221c,3.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a53b5f120849a003df1892,3.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,1.0,0.0,0.0,,69a4ffc40611bade23ce7482,6.0,agree with this,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,6997093f4bd396a55ecfae8b,3.0,"not really, my personal preference triumphs the logic.",medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,699b2e4efa84ea281ebd721c,2.0,not really,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,6994323324175dcb5216a88b,4.0,agreed,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,69a6aa02e1df9660e5758e6b,4.0,not to me,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,1.0,0.0,,6995529462b52bc6f09a2ba7,6.0,no,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qual_coded_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,0.0,0.0,0.0,,6995529462b52bc6f09a2ba7,8.0,"not necessarily, fallacy detected",low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arg_qual_summary,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ai,,,,,,,,,2.667,46.833,0.167,0.083,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,
arg_qual_summary,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,human,,,,,,,,,2.417,47.417,0.333,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7ca9a811ecc13226fcf9f,2.0,,,,,,,,,"i get that you're pointing out how sweetness can work with dairy, like honey and cheese. but honey is a different vibe—i",3.0,41.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7cdda811ecc1322704e85,2.0,,,,,,,,,"i'm curious about that. why do you think it's morally wrong? pizza toppings are usually just a matter of taste, right? l",2.0,47.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7ca9a811ecc13226fcf9f,1.0,,,,,,,,,"ok, so here's the thing: pizza has a classic flavor profile—savory, cheesy, maybe a bit spicy if you add pepperoni. pine",2.0,48.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a83335bfa2317a36d263ad,2.0,,,,,,,,,"Sure, students might get quick answers, but speed doesn't equal understanding. If they lean too heavily on ChatGPT, they",3.0,52.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69ac2bb304a99236e4a014da,6.0,,,,,,,,,You’re right about relationships needing balance and grace. But if one partner is constantly preoccupied with financial ,3.0,46.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,6995529462b52bc6f09a2ba7,8.0,,,,,,,,,"true, in-class instruction does have a significant impact. but if students get used to relying on AI during take-home as",3.0,45.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a439b5844461e35198637b,5.0,,,,,,,,,"You’re focusing on the idea that higher pay means sacrificing social life, but it doesn’t have to be an either-or situat",3.0,56.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a7cdda811ecc1322704e85,3.0,,,,,,,,,"i can see where you’re coming from with tradition and cultural practices. but food evolves, right? think about how sushi",3.0,38.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69996ab745ee5dbe08824bff,3.0,,,,,,,,,you’re right that both high pay and low pay come with their own stresses. it’s a balancing act. but if you're in a finan,2.0,49.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a59b724ee499b1d5626daf,3.0,,,,,,,,,"I see what you’re saying, and it's definitely true that many students do think critically. But with the easy access to a",3.0,38.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
arg_qual_rows,,,,,,,,,,,,,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,,,,,,,,ai,,,0.0,,69a00bf677f378e0cd15f448,1.0,,,,,,,,,"Using ChatGPT for homework can be super helpful! It can clarify tricky concepts and provide quick info, saving time for ",2.0,49.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
